Manufacturer,Generation,Product Name,GPU URL,GPU Chip,Chip URL,Released,Year,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs,Architecture,Foundry,Process Size,Transistors,Density,Die Size,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,WDDM,Tensor Cores,RT Cores,Shading Units,TMUs,ROPs,SM Count,L0 Cache,L1 Cache,L2 Cache,L3 Cache,Max. TDP,Pixel Rate,Texture Rate,FP16 (half),FP32 (float),FP64 (double),Abritary Gen,Gen Year
AMD,Navi III (RX 7000),Radeon RX 7800 XT,https://www.techpowerup.com/gpu-specs/radeon-rx-7800-xt.c3839,Navi 32,https://www.techpowerup.com/gpu-specs/amd-navi-32.g1000,"Aug 25th, 2023",2023,PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1295 MHz,2438 MHz,3840 / 240 / 96,RDNA 3.0,TSMC,5 nm,"28,100 million",81.2M / mm²,346 mm²,12 Ultimate (12_2),4.6,2.2,1.3,6.7,3.1,,60,3840,192,128,,64 KB per WGP,256 KB per Array,4096 KB,64 MB,263 W,233.3 GPixel/s,583.2 GTexel/s,74.65 TFLOPS (2:1),37.32 TFLOPS,"1,166 GFLOPS (1:32)",11,2022
AMD,Navi III (RX 7000),Radeon RX 7900 GRE,https://www.techpowerup.com/gpu-specs/radeon-rx-7900-gre.c4166,Navi 31,https://www.techpowerup.com/gpu-specs/amd-navi-31.g998,"Jul 27th, 2023",2023,PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1287 MHz,2250 MHz,5120 / 320 / 160,RDNA 3.0,TSMC,5 nm,"57,700 million",109.1M / mm²,529 mm²,12 Ultimate (12_2),4.6,2.2,1.3,6.7,3.1,,96,6144,384,192,,64 KB per WGP,256 KB per Array,6144 KB,96 MB per Die,405 W,359.2 GPixel/s,718.4 GTexel/s,91.96 TFLOPS (2:1),45.98 TFLOPS,"1,437 GFLOPS (1:32)",11,2022
AMD,Navi III (RX 7000),Radeon RX 7900 XT,https://www.techpowerup.com/gpu-specs/radeon-rx-7900-xt.c3912,Navi 31,https://www.techpowerup.com/gpu-specs/amd-navi-31.g998,"Nov 3rd, 2022",2022,PCIe 4.0 x16,"20 GB, GDDR6, 320 bit",1387 MHz,2500 MHz,5376 / 336 / 192,RDNA 3.0,TSMC,5 nm,"57,700 million",109.1M / mm²,529 mm²,12 Ultimate (12_2),4.6,2.2,1.3,6.7,3.1,,96,6144,384,192,,64 KB per WGP,256 KB per Array,6144 KB,96 MB per Die,405 W,459.6 GPixel/s,804.4 GTexel/s,103.0 TFLOPS (2:1),51.48 TFLOPS,1.609 TFLOPS (1:32),11,2022
AMD,Navi III (RX 7000),Radeon RX 7900 XTX,https://www.techpowerup.com/gpu-specs/radeon-rx-7900-xtx.c3941,Navi 31,https://www.techpowerup.com/gpu-specs/amd-navi-31.g998,"Nov 3rd, 2022",2022,PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",1929 MHz,2500 MHz,6144 / 384 / 192,RDNA 3.0,TSMC,5 nm,"57,700 million",109.1M / mm²,529 mm²,12 Ultimate (12_2),4.6,2.2,1.3,6.7,3.1,,96,6144,384,192,,64 KB per WGP,256 KB per Array,6144 KB,96 MB per Die,405 W,479.6 GPixel/s,959.2 GTexel/s,122.8 TFLOPS (2:1),61.39 TFLOPS,1.918 TFLOPS (1:32),11,2022
AMD,Navi III (RX 7000),Radeon RX 7950 XT,https://www.techpowerup.com/gpu-specs/radeon-rx-7950-xt.c3979,Navi 31,https://www.techpowerup.com/gpu-specs/amd-navi-31.g998,Never Released,2022,PCIe 4.0 x16,"20 GB, GDDR6, 320 bit",2000 MHz,2500 MHz,5376 / 336 / 192,RDNA 3.0,TSMC,5 nm,"57,700 million",109.1M / mm²,529 mm²,12 Ultimate (12_2),4.6,2.2,1.3,6.7,3.1,,96,6144,384,192,,64 KB per WGP,256 KB per Array,6144 KB,96 MB per Die,405 W,576.0 GPixel/s,"1,008 GTexel/s",129.0 TFLOPS (2:1),64.51 TFLOPS,2.016 TFLOPS (1:32),11,2022
AMD,Navi III (RX 7000),Radeon RX 7950 XTX,https://www.techpowerup.com/gpu-specs/radeon-rx-7950-xtx.c3980,Navi 31,https://www.techpowerup.com/gpu-specs/amd-navi-31.g998,Never Released,2022,PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",2200 MHz,2500 MHz,6144 / 384 / 192,RDNA 3.0,TSMC,5 nm,"57,700 million",109.1M / mm²,529 mm²,12 Ultimate (12_2),4.6,2.2,1.3,6.7,3.1,,96,6144,384,192,,64 KB per WGP,256 KB per Array,6144 KB,96 MB per Die,405 W,633.6 GPixel/s,"1,267 GTexel/s",162.2 TFLOPS (2:1),81.10 TFLOPS,2.534 TFLOPS (1:32),11,2022
AMD,Navi III (RX 7000),Radeon RX 7990 XTX,https://www.techpowerup.com/gpu-specs/radeon-rx-7990-xtx.c3973,Navi 31,https://www.techpowerup.com/gpu-specs/amd-navi-31.g998,Never Released,2022,PCIe 4.0 x16,"24 GB, GDDR6, 384 bit",2500 MHz,3000 MHz,6144 / 384 / 192,RDNA 3.0,TSMC,5 nm,"57,700 million",109.1M / mm²,529 mm²,12 Ultimate (12_2),4.6,2.2,1.3,6.7,3.1,,96,6144,384,192,,64 KB per WGP,256 KB per Array,6144 KB,96 MB per Die,405 W,691.0 GPixel/s,"1,382 GTexel/s",176.9 TFLOPS (2:1),88.45 TFLOPS,2.764 TFLOPS (1:32),11,2022
AMD,Vega (RX Vega),Radeon RX Vega 56,https://www.techpowerup.com/gpu-specs/radeon-rx-vega-56.c2993,Vega 10,https://www.techpowerup.com/gpu-specs/amd-vega-10.g800,"Aug 14th, 2017",2017,PCIe 3.0 x16,"8 GB, HBM2, 2048 bit",1156 MHz,800 MHz,3584 / 224 / 64,GCN 5.0,GlobalFoundries,14 nm,"12,500 million",25.3M / mm²,495 mm²,12 (12_1),4.6,2.1,1.3,6.7,3.1,,,4096,256,64,,,16 KB per CU,4096 KB,,375 W,94.14 GPixel/s,329.5 GTexel/s,21.09 TFLOPS (2:1),10.54 TFLOPS,659.0 GFLOPS (1:16),7,2017
AMD,Vega (RX Vega),Radeon RX Vega Nano,https://www.techpowerup.com/gpu-specs/radeon-rx-vega-nano.c2997,Vega 10,https://www.techpowerup.com/gpu-specs/amd-vega-10.g800,Never Released,2017,PCIe 3.0 x16,"8 GB, HBM2, 2048 bit",1247 MHz,800 MHz,4096 / 256 / 64,GCN 5.0,GlobalFoundries,14 nm,"12,500 million",25.3M / mm²,495 mm²,12 (12_1),4.6,2.1,1.3,6.7,3.1,,,4096,256,64,,,16 KB per CU,4096 KB,,375 W,98.94 GPixel/s,395.8 GTexel/s,,12.66 TFLOPS,791.6 GFLOPS (1:16),7,2017
AMD,Vega (RX Vega),Radeon RX Vega 64,https://www.techpowerup.com/gpu-specs/radeon-rx-vega-64.c2871,Vega 10,https://www.techpowerup.com/gpu-specs/amd-vega-10.g800,"Aug 7th, 2017",2017,PCIe 3.0 x16,"8 GB, HBM2, 2048 bit",1247 MHz,945 MHz,4096 / 256 / 64,GCN 5.0,GlobalFoundries,14 nm,"12,500 million",25.3M / mm²,495 mm²,12 (12_1),4.6,2.1,1.3,6.7,3.1,,,4096,256,64,,,16 KB per CU,4096 KB,,375 W,98.94 GPixel/s,395.8 GTexel/s,25.33 TFLOPS (2:1),12.66 TFLOPS,791.6 GFLOPS (1:16),7,2017
AMD,Vega (RX Vega),Radeon RX Vega 64 Limited Edition,https://www.techpowerup.com/gpu-specs/radeon-rx-vega-64-limited-edition.c2995,Vega 10,https://www.techpowerup.com/gpu-specs/amd-vega-10.g800,"Aug 7th, 2017",2017,PCIe 3.0 x16,"8 GB, HBM2, 2048 bit",1247 MHz,945 MHz,4096 / 256 / 64,GCN 5.0,GlobalFoundries,14 nm,"12,500 million",25.3M / mm²,495 mm²,12 (12_1),4.6,2.1,1.3,6.7,3.1,,,4096,256,64,,,16 KB per CU,4096 KB,,375 W,98.94 GPixel/s,395.8 GTexel/s,25.33 TFLOPS (2:1),12.66 TFLOPS,791.6 GFLOPS (1:16),7,2017
AMD,Vega (RX Vega),Radeon RX Vega 64 Liquid Cooling,https://www.techpowerup.com/gpu-specs/radeon-rx-vega-64-liquid-cooling.c2992,Vega 10,https://www.techpowerup.com/gpu-specs/amd-vega-10.g800,"Aug 7th, 2017",2017,PCIe 3.0 x16,"8 GB, HBM2, 2048 bit",1406 MHz,945 MHz,4096 / 256 / 64,GCN 5.0,GlobalFoundries,14 nm,"12,500 million",25.3M / mm²,495 mm²,12 (12_1),4.6,2.1,1.3,6.7,3.1,,,4096,256,64,,,16 KB per CU,4096 KB,,375 W,107.3 GPixel/s,429.3 GTexel/s,27.48 TFLOPS (2:1),13.74 TFLOPS,858.6 GFLOPS (1:16),7,2017
